restaurant_name,location,cuisines,estimated_cost_for_two,rating
SLV Upachar,Kumaraswamy Layout,"South Indian, Chinese, Street Food",250.0,3.1
Nellore Bhojanam,Bannerghatta Road,Andhra,250.0,3.1
Richie Rich,JP Nagar,"Desserts, Ice Cream, Beverages",250.0,3.1
Hotel Khaaja,Bannerghatta Road,"Biryani, Fast Food",250.0,3.1
The Gujarat Express,Bannerghatta Road,"Street Food, Mithai, North Indian",250.0,3.1
Juicy Momos,Bannerghatta Road,"Tibetan, Momos",250.0,3.1
Bhukkad,Bannerghatta Road,"Healthy Food, Fast Food",250.0,3.1
Juice Lounge,BTM,"Beverages, Healthy Food",250.0,3.1
Lalbagh Grand,Basavanagudi,"South Indian, North Indian, Chinese",250.0,3.1
Chicken Shawarma Hub,Bellandur,"Fast Food, Arabian, Beverages",250.0,3.1
Kakatiya's,HSR,"South Indian, Biryani",250.0,3.1
Go Gharelu,Marathahalli,"North Indian, Biryani",250.0,3.1
Shawarma Inc,Brigade Road,"Rolls, Lebanese",250.0,3.1
Baskin Robbins,Frazer Town,"Ice Cream, Desserts",250.0,3.1
Ambur Hot Dum Biryani,Shanti Nagar,"Biryani, Kebab",250.0,3.1
Little Nature,Marathahalli,"Juices, Ice Cream, Fast Food",250.0,3.1
Om Sai Baba Mess,HSR,South Indian,250.0,3.1
Momos Corner,Bommanahalli,"Chinese, Rolls, Momos",250.0,3.1
Baskin Robbins,Vasanth Nagar,"Ice Cream, Desserts",250.0,3.1
FAB Cafe,Electronic City,"Fast Food, Beverages",250.0,3.1
Ambur Hot Dum Biryani,Hennur,"Biryani, Kebab",250.0,3.1
Ambur Chicken Biryani,HSR,Biryani,250.0,3.1
King Burger Cafeteria,Indiranagar,"Fast Food, Juices",250.0,3.1
Donne Biryani Angadi Mane,Thippasandra,"Biryani, South Indian",250.0,3.1
Ande Ka Funda,JP Nagar,"North Indian, Fast Food, Rolls",250.0,3.1
Cream & Fudge,Nagawara,"Ice Cream, Desserts",250.0,3.1
De3 - The Eatery,North Bangalore,Fast Food,250.0,3.1
Donne Biriyani Mane,Domlur,"Biryani, North Indian",250.0,3.1
Sri Lakshmi Dhaba,Bommanahalli,"North Indian, Chinese",250.0,3.1
One Stop MARATHA,Koramangala 6th Block,Maharashtrian,250.0,3.1
Kataria's Home Food,BTM,"North Indian, Chinese",250.0,3.1
Ande Ka Funda,Koramangala 6th Block,"North Indian, Chinese, Rolls",250.0,3.1
Delight food,Marathahalli,"North Indian, South Indian",250.0,3.1
Natural Veg,Sanjay Nagar,"North Indian, Street Food",250.0,3.1
Indian Chicken Biryani Point,Vijay Nagar,Biryani,250.0,3.1
Curries And Pickles,Whitefield,"Andhra, North Indian, Biryani",250.0,3.1
Ande Ka Funda,Whitefield,"North Indian, Chinese, Rolls",250.0,3.1
Tasty Bytes,Kumaraswamy Layout,"North Indian, Chinese, Momos, Rolls",300.0,3.1
Paratha Merchant,Kumaraswamy Layout,North Indian,300.0,3.1
Akshaya Donne Biriyani,JP Nagar,"Biryani, South Indian, Kebab",300.0,3.1
Nagas,JP Nagar,Andhra,300.0,3.1
Chaat Chatore,Bannerghatta Road,Fast Food,300.0,3.1
Y Not Restaurant,JP Nagar,Fast Food,300.0,3.1
Roofnic,Basavanagudi,Fast Food,300.0,3.1
Roofnic,Basavanagudi,"Fast Food, Beverages",300.0,3.1
Marwari Basa,Bellandur,"Rajasthani, North Indian",300.0,3.1
Night Diaries,Whitefield,North Indian,300.0,3.1
Hotel Masthi Kabab,Bellandur,"North Indian, Chinese",300.0,3.1
Paratha King,Bellandur,North Indian,300.0,3.1
Oh My Chaat,Frazer Town,Street Food,300.0,3.1
The Bong,Frazer Town,"Bengali, North Indian",300.0,3.1
New Arya Bhavan,MG Road,"Street Food, Beverages, North Indian",300.0,3.1
Sangam Kabab Corner,Ulsoor,"Fast Food, North Indian",300.0,3.1
New A1 Chicken Biryani Point,Shivajinagar,Biryani,300.0,3.1
Tanuja Home Food,Whitefield,North Indian,300.0,3.1
Chakh Le India,Marathahalli,"North Indian, Chinese, Rolls",300.0,3.1
Aashirvaad Restaurant,Marathahalli,"North Indian, Oriya, Chinese",300.0,3.1
Oliver Wraps,HSR,"Rolls, Fast Food",300.0,3.1
C Kosila Kitchen,Ejipura,North Indian,300.0,3.1
Cakes & Candles,Koramangala 5th Block,"Bakery, Desserts",300.0,3.1
Chettinad Food House,BTM,"South Indian, Chettinad, North Indian",300.0,3.1
Eat & Joy Restaurant,JP Nagar,"Fast Food, Finger Food",300.0,3.1
Naati Biriyani,BTM,"Kebab, Biryani",300.0,3.1
Ham Khim Chinese Fast Food,Electronic City,Chinese,300.0,3.1
Magic Packs,Electronic City,"North Indian, South Indian",300.0,3.1
Adarsh Bakery,Electronic City,"Bakery, Fast Food",300.0,3.1
New Hotel Prashanth,Electronic City,"Fast Food, Andhra",300.0,3.1
Enroute,HSR,"Continental, Fast Food",300.0,3.1
Pepperwood 2,Sarjapur Road,"Biryani, Rolls",300.0,3.1
What's Cooking,HSR,North Indian,300.0,3.1
Igloo Shakez & Bytez,HSR,"Beverages, Fast Food, Desserts",300.0,3.1
BR Military Hotel,Indiranagar,South Indian,300.0,3.1
North Rasoe,Kumaraswamy Layout,"North Indian, Chinese",300.0,3.1
Kolkata Restaurant,Jayanagar,"Bengali, North Indian, Chinese",300.0,3.1
Sri Krishna Sagar,JP Nagar,"South Indian, North Indian, Chinese, Street Food",300.0,3.1
Donne Biriyani Mane,Kumaraswamy Layout,"Biryani, Kebab",300.0,3.1
Rolls On Wheels,JP Nagar,"Fast Food, Rolls, Momos",300.0,3.1
Farha Real Taste Of Kerala,Nagawara,Kerala,300.0,3.1
Shanghai Xpress,Kammanahalli,Chinese,300.0,3.1
Andal Mess,Domlur,"Biryani, South Indian, North Indian",300.0,3.1
Homely Curries & Pickles,Koramangala 1st Block,"Biryani, Andhra",300.0,3.1
Pappu Chaiwalla,BTM,"North Indian, Momos, Rolls, Fast Food",300.0,3.1
Royal India Kabab Corner,Wilson Garden,Fast Food,300.0,3.1
New Udupi Upahar,Richmond Road,"South Indian, North Indian, Chinese",300.0,3.1
New Chickpete Donne Biryani,Yeshwantpur,Biryani,300.0,3.1
Indiana Burgers,Brookefield,Burger,300.0,3.1
New Ambur Hot Dum Biryani,Brookefield,Biryani,300.0,3.1
Chai Darbaar,Marathahalli,"North Indian, Chinese, Fast Food",300.0,3.1
Lassi House,Marathahalli,"Beverages, Burger",300.0,3.1
BR Military Hotel,Indiranagar,North Indian,300.0,3.1
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,New BEL Road,"Cafe, Beverages, Fast Food",300.0,3.1
Just@99,New BEL Road,"Chinese, South Indian, North Indian",300.0,3.1
Patville,New BEL Road,Desserts,300.0,3.1
Dhanya Nati Style Restaurant,Rajajinagar,South Indian,300.0,3.1
Pavana Veg Restaurant,Majestic,"North Indian, South Indian, Chinese, Street Food",300.0,3.1
Rolls On Wheels,Whitefield,"Fast Food, Rolls, Momos",300.0,3.1
New Taj Darbar,Whitefield,"South Indian, Chinese, North Indian",300.0,3.1
Masale Daan,Banashankari,North Indian,350.0,3.1
Night Hunger,JP Nagar,North Indian,350.0,3.1
Karavali Naati Mane,Sarjapur Road,South Indian,350.0,3.1
Kaati Zone,Church Street,"Fast Food, Biryani, Rolls",350.0,3.1
Al Swaad Take Away,Richmond Road,"North Indian, South Indian, Arabian",350.0,3.1
Shaahi Mezbaan Restaurant,BTM,North Indian,350.0,3.1
VMS Star Biriyani,Electronic City,"Biryani, South Indian",350.0,3.1
Vasu Biriyani Paradise,Electronic City,"North Indian, Biryani, Chinese",350.0,3.1
Narayana Veg Treat,Electronic City,"North Indian, South Indian, Chinese",350.0,3.1
Pizza Joint Food Junction,Indiranagar,"Fast Food, Pizza",350.0,3.1
Hotel Coorg Style,JP Nagar,South Indian,350.0,3.1
Khan Saheb Grills and Rolls,Kalyan Nagar,"Fast Food, Rolls",350.0,3.1
Wood Fire Pizza,HBR Layout,Pizza,350.0,3.1
New Shanthi Sagar,Majestic,"South Indian, Chinese, North Indian, Beverages",350.0,3.1
Ragoo's Kitchen,Rajajinagar,"Mangalorean, Chinese, North Indian, Biryani",350.0,3.1
Home Food Punjabi Dhabha,Marathahalli,"North Indian, Chinese",350.0,3.1
New Tandoor Fusion,Kaggadasapura,"North Indian, Chinese",350.0,3.1
Biriyani Adda,Rajajinagar,"Biryani, Fast Food",350.0,3.1
360 Atoms Restaurant And Cafe,Banashankari,"Cafe, Chinese, Continental, Italian",400.0,3.1
Shanthi Sagar,Uttarahalli,"South Indian, North Indian, Chinese",400.0,3.1
Shaadi Ki Biryani,BTM,"Biryani, North Indian, Mughlai",400.0,3.1
Chef Delicacies,JP Nagar,"Kebab, Rolls, Charcoal Chicken",400.0,3.1
Taste Of Kolkata,BTM,"Bengali, Chinese, Rolls",400.0,3.1
Hotel Smile,Jayanagar,"North Indian, Chinese",400.0,3.1
Slice of Spice,Bannerghatta Road,"North Indian, Chinese",400.0,3.1
Shanmukha,JP Nagar,"Biryani, Seafood, Chinese, Charcoal Chicken",400.0,3.1
Kickin Burger,Jayanagar,Fast Food,400.0,3.1
Kabab Magic,HSR,"North Indian, Kebab, Chinese, Fast Food",400.0,3.1
Karavali Kitchen,Sarjapur Road,Mangalorean,400.0,3.1
Apna Veg Dhaba,Bellandur,"North Indian, Chinese",400.0,3.1
Taste Of India,Bellandur,"North Indian, Rolls",400.0,3.1
KKR FOODIES,St. Marks Road,"Biryani, Chinese, Fast Food, North Indian",400.0,3.1
Delices,Ulsoor,"Bakery, Desserts",400.0,3.1
Jhanhavi Restaurant,Marathahalli,"North Indian, Chinese, South Indian, Biryani",400.0,3.1
Kaka Da Dhaba,Marathahalli,North Indian,400.0,3.1
Dodda Mane Donne Biryani,Brookefield,"Biryani, Beverages, South Indian",400.0,3.1
Shan-e-Punjabi Express,Whitefield,North Indian,400.0,3.1
Delicious Cakes,Marathahalli,Bakery,400.0,3.1
Andhra Central,Marathahalli,Andhra,400.0,3.1
Kalinga Delicacies Restaurant,Brookefield,"North Indian, Bengali, Oriya",400.0,3.1
Chef Delicacies,BTM,"Kebab, Rolls",400.0,3.1
MK Dabbawala,Koramangala 4th Block,North Indian,400.0,3.1
The French Loaf,BTM,"Bakery, Desserts, Sandwich",400.0,3.1
Amravathi Restaurants & Caterers,BTM,"North Indian, Chinese",400.0,3.1
Grill N Chill,BTM,"North Indian, Chinese",400.0,3.1
Kataria's Home Food,BTM,North Indian,400.0,3.1
Gangothri Kabab Corner,BTM,North Indian,400.0,3.1
NY Pizza & Waffles,Electronic City,"Pizza, Desserts",400.0,3.1
Andhra Biryani & Curries,Electronic City,"North Indian, South Indian, Chinese, Andhra, Biryani",400.0,3.1
Food Planet,Electronic City,"North Indian, Chinese, Kerala",400.0,3.1
Bake and Fry,RT Nagar,"Fast Food, Sandwich",400.0,3.1
Karavali Kitchen,Sarjapur Road,"Mangalorean, North Indian, Chinese",400.0,3.1
Cheesecake Alley,HSR,"Bakery, Desserts",400.0,3.1
Big Bowl Theory,Koramangala,Continental,400.0,3.1
Dakshin Sagar,HSR,"South Indian, North Indian, Chinese, Street Food",400.0,3.1
The French Loaf,HSR,"Bakery, Desserts, Sandwich",400.0,3.1
Tasty Treat,HSR,"North Indian, Chinese, Biryani, Rolls",400.0,3.1
Bombay Sandwich Company,Indiranagar,"Sandwich, Beverages",400.0,3.1
TFC - Tony's Food Corner,"ITPL Main Road, Whitefield","North Indian, Chinese",400.0,3.1
Drunken Monkey,CV Raman Nagar,"Beverages, Fast Food",400.0,3.1
Hotel Mirchi Red,BTM,"North Indian, Chinese",400.0,3.1
Bengalooru Tiffany's,JP Nagar,"South Indian, North Indian, Chinese, Street Food",400.0,3.1
The London Shakes,Banaswadi,"Beverages, Fast Food, Italian",400.0,3.1
INDULGE by InnerChef,Hennur,"Desserts, Bakery",400.0,3.1
Curries & Chillies,Kalyan Nagar,Andhra,400.0,3.1
Didi's Kitchen,Nagawara,"North Indian, Chinese, Fast Food",400.0,3.1
New York Burrito,Banaswadi,Mexican,400.0,3.1
Sandesh,Hennur,"Mithai, Street Food",400.0,3.1
Zam Zam Restaurant,Banaswadi,"Chinese, North Indian",400.0,3.1
Specialist Restaurant,Kalyan Nagar,"North Indian, South Indian, Chinese",400.0,3.1
La Mirch,Koramangala 1st Block,"North Indian, Kashmiri",400.0,3.1
Sizzling Tandoor,Domlur,"Mughlai, North Indian, Biryani",400.0,3.1
Hotel Gowdru Mane,Yeshwantpur,"South Indian, Biryani",400.0,3.1
New Prashanth Hotel,Malleshwaram,"South Indian, Biryani",400.0,3.1
Daryaganj Chowk,Sanjay Nagar,"North Indian, Fast Food",400.0,3.1
Patiala Zone,Marathahalli,"North Indian, Mughlai",400.0,3.1
SGS Non Veg - Gundu Pulav,Marathahalli,"Biryani, Fast Food",400.0,3.1
Food Lounge,Yeshwantpur,North Indian,400.0,3.1
Reddy's Restaurant,Whitefield,"Andhra, Biryani, North Indian",400.0,3.1
Delhi Mahal,Whitefield,"North Indian, Mughlai, Chinese",400.0,3.1
Swad Rajasthani Bhojanalaya,Whitefield,"North Indian, Fast Food",400.0,3.1
La Mirch,Whitefield,"North Indian, Kashmiri",400.0,3.1
Taste of Kerala,Whitefield,Kerala,400.0,3.1
Guru Palace,Bannerghatta Road,"Chinese, North Indian",450.0,3.1
Mad Over Donuts,Bannerghatta Road,"Bakery, Desserts, Beverages",450.0,3.1
Take It!,Marathahalli,"Continental, Chinese, Fast Food",450.0,3.1
Punjabi Tasty Khana,Brookefield,"North Indian, Chinese, Biryani",450.0,3.1
Dawat Midnight Express,Marathahalli,"North Indian, Chinese",450.0,3.1
KFC,Brookefield,"Burger, Fast Food",450.0,3.1
Modern Restaurant,BTM,"North Indian, Chinese",450.0,3.1
Night Bell,South Bangalore,"Fast Food, North Indian",450.0,3.1
Crumbz Crunches,Electronic City,"North Indian, Chinese",450.0,3.1
Kotae Garden,Electronic City,"North Indian, Chinese, Andhra",450.0,3.1
Desi Bytes,Old Airport Road,"North Indian, Chinese",450.0,3.1
Crispy Crust Pizza,Indiranagar,Pizza,450.0,3.1
KFC,Indiranagar,"Burger, Fast Food",450.0,3.1
UBQ By Barbeque Nation,Kalyan Nagar,"North Indian, BBQ, Biryani, Kebab",450.0,3.1
KFC,Kammanahalli,"Burger, Fast Food",450.0,3.1
Taza Khaana,HSR,"Chinese, North Indian",450.0,3.1
Food Mingo,Marathahalli,"North Indian, Chinese",450.0,3.1
Shri Vishnu Grand,Marathahalli,"North Indian, South Indian, Chinese",450.0,3.1
Romy's Kitchen,Marathahalli,"North Indian, Chinese, Italian",450.0,3.1
New Punjabi Pure Veg Restaurant,Sahakara Nagar,"North Indian, Chinese",450.0,3.1
Bharath Restaurant,Jalahalli,"North Indian, Chinese",450.0,3.1
Mabra Family Restaurant,Sanjay Nagar,"North Indian, Chinese",450.0,3.1
Thanco's Natural Ice Cream,Rajajinagar,"Ice Cream, Desserts",450.0,3.1
North Rasoe,Kumaraswamy Layout,"North Indian, Chinese, Biryani, Kebab",500.0,3.1
Fresh Dinner,Bannerghatta Road,"North Indian, Biryani",500.0,3.1
Naati Manae,JP Nagar,"South Indian, Biryani",500.0,3.1
Me And My Cake,JP Nagar,"Bakery, Desserts",500.0,3.1
RICE BAR,Bannerghatta Road,"North Indian, Biryani",500.0,3.1
Owl's Kitchen,BTM,"North Indian, Chinese",500.0,3.1
Combo Studio,Bannerghatta Road,"North Indian, Biryani, Chinese",500.0,3.1
The Biriyani Factory,BTM,"North Indian, Biryani",500.0,3.1
Thalassery Food Court,Bannerghatta Road,"Kerala, North Indian, Chinese",500.0,3.1
Night Restro,BTM,"North Indian, Chinese",500.0,3.1
Foodies Hub,Sarjapur Road,"North Indian, South Indian, Seafood",500.0,3.1
Half & Half Food Box,Bellandur,"North Indian, Chinese, Biryani",500.0,3.1
Flying Cakes,Sarjapur Road,"Bakery, Desserts",500.0,3.1
Fine Day,Sarjapur Road,"Biryani, Andhra, North Indian",500.0,3.1
Detox Kitchen,HSR,"Healthy Food, Beverages, Salad",500.0,3.1
Hungerbreak 24x7,Koramangala 8th Block,"North Indian, South Indian, Maharashtrian",500.0,3.1
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Indiranagar,Continental,500.0,3.1
Chilli Chicken,Brigade Road,Fast Food,500.0,3.1
Ghar Ki Rasoi,Indiranagar,"North Indian, Chinese, Italian",500.0,3.1
Cafe Olive,Marathahalli,"Cafe, Italian",500.0,3.1
Hot Cross Bun,Marathahalli,Fast Food,500.0,3.1
Gusto's Pizza,Whitefield,Pizza,500.0,3.1
Nawab-E-Khana,Whitefield,"North Indian, Biryani",500.0,3.1
Odisha Kitchen,Marathahalli,"Oriya, North Indian, Chinese",500.0,3.1
Kannoor Restaurant,BTM,"Kerala, Chinese, South Indian, North Indian",500.0,3.1
Lord of Combos,HSR,North Indian,500.0,3.1
Eshmeet Da Dhaba,Koramangala 6th Block,"North Indian, Chinese",500.0,3.1
Babu Moshai,Bannerghatta Road,"Fast Food, Bengali",500.0,3.1
Dragon's Kitchen,HSR,Chinese,500.0,3.1
Biryani Foodies,Koramangala 5th Block,"Biryani, Mughlai",500.0,3.1
New Grand Restaurant,BTM,"North Indian, South Indian, Biryani",500.0,3.1
Meat And Eat,BTM,"Fast Food, Burger",500.0,3.1
Combo King Paramount,Jayanagar,"Chinese, Kerala",500.0,3.1
Flying Cakes,Electronic City,"Bakery, Desserts",500.0,3.1
Vinaya Royal Inn,Electronic City,"North Indian, Chinese",500.0,3.1
Hunter's Lounge,Electronic City,"South Indian, North Indian, Chinese",500.0,3.1
The Elachi,Electronic City,North Indian,500.0,3.1
Sweet Chariot,Frazer Town,"Bakery, Fast Food",500.0,3.1
Happy Days,Bommanahalli,"Biryani, North Indian, South Indian",500.0,3.1
RICE BAR,HSR,"North Indian, Biryani",500.0,3.1
Lazeez Corner,HSR,"North Indian, Mughlai, Chinese",500.0,3.1
Mahek E Punjab,HSR,"North Indian, Chinese",500.0,3.1
Kabab Magic,HSR,"North Indian, Kebab, Fast Food",500.0,3.1
Keto Kitchen,Indiranagar,Healthy Food,500.0,3.1
Meat And Eat,Domlur,"Fast Food, Burger",500.0,3.1
Gurukrupa Paratha House,Domlur,"North Indian, Chinese",500.0,3.1
Chow San,Bannerghatta Road,"Chinese, Thai, Momos",500.0,3.1
InnerChef,Hennur,"North Indian, Continental",500.0,3.1
RICE BAR,Kalyan Nagar,"North Indian, Biryani",500.0,3.1
Shahi Hyderabadi Dum Biryani,Kalyan Nagar,"North Indian, Biryani",500.0,3.1
Food Time Now,Rammurthy Nagar,"North Indian, Mughlai, Biryani",500.0,3.1
Midnight Eats,Frazer Town,"North Indian, Chinese",500.0,3.1
Grill Biryanis,Malleshwaram,"Biryani, North Indian",500.0,3.1
Sweet Chariot,Basaveshwara Nagar,"Bakery, Fast Food",500.0,3.1
Hotel Emirates,RT Nagar,"North Indian, Chinese, Arabian, Kebab",500.0,3.1
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Indiranagar,Continental,500.0,3.1
Burger Bite House,Old Airport Road,"Burger, Fast Food",500.0,3.1
Sizzling Tandoor,Domlur,"Lebanese, Mughlai, North Indian",500.0,3.1
Punjabi Khana,Bellandur,North Indian,500.0,3.1
Lazeez Corner,Bommanahalli,"North Indian, Mughlai, Chinese",500.0,3.1
Andhra Ruchi's Restaurant,Whitefield,"Andhra, North Indian, Biryani",500.0,3.1
Aryan's Kitchen,Whitefield,"North Indian, Fast Food",500.0,3.1
Foody Baba,Whitefield,"North Indian, Chinese, Mughlai",500.0,3.1
Neals Cafe,Bannerghatta Road,"North Indian, Chinese",550.0,3.1
Siddique Kabab Centre,Jayanagar,"Mughlai, North Indian, Kebab, Rolls, Chinese",550.0,3.1
Asia In A Box,Bellandur,"Thai, Asian",550.0,3.1
Ghar Ka Chulha,Sarjapur Road,"North Indian, Chinese",550.0,3.1
Chinese Chaska,Whitefield,"Chinese, North Indian, Biryani",550.0,3.1
Chinese Street,Marathahalli,Chinese,550.0,3.1
Butterly Cafe,Whitefield,Cafe,550.0,3.1
Hotel Junior Kuppanna,HSR,"Chettinad, South Indian",550.0,3.1
Siddique Kabab Centre,Jayanagar,"Mughlai, Kebab, Chinese",550.0,3.1
E Foods Regalia,Electronic City,"South Indian, Chinese",550.0,3.1
Bindu Garden Bar & Restaurant,HSR,"North Indian, Chinese",550.0,3.1
The Spice Factory,HSR,"North Indian, Mughlai, Chinese",550.0,3.1
Spices The Food Joint,Rajajinagar,"North Indian, Mangalorean, Chinese",550.0,3.1
SV Restaurant,Whitefield,"Andhra, North Indian, Chinese, Biryani",550.0,3.1
Zeeshan,JP Nagar,"North Indian, Mughlai, Biryani, Rolls",600.0,3.1
Pot Biryani,Bannerghatta Road,"North Indian, Chinese, Biryani, Seafood",600.0,3.1
Bawarchi Inn,BTM,"North Indian, Biryani, Andhra, Chinese",600.0,3.1
Kailash Parbat,Bannerghatta Road,"North Indian, Street Food",600.0,3.1
Kabab Ghar,Bellandur,"Biryani, North Indian, Kebab",600.0,3.1
The Chocolate Heaven,Whitefield,"Desserts, Cafe",600.0,3.1
Biryani Miya,Marathahalli,"Biryani, North Indian",600.0,3.1
Pot Biryani,Whitefield,"North Indian, Chinese, Biryani, Seafood",600.0,3.1
Sindhuri Restaurant,Marathahalli,"Chinese, North Indian, Biryani",600.0,3.1
Dash In,BTM,"North Indian, Chinese, Kerala",600.0,3.1
Ma-Arya Family Restaurant,BTM,"Biryani, South Indian, North Indian, Chinese, Andhra",600.0,3.1
Rags on Fire,Electronic City,Cafe,600.0,3.1
Eat Repeat Express,Electronic City,"North Indian, Chinese, Continental",600.0,3.1
Royal Savera,Frazer Town,"North Indian, Chinese",600.0,3.1
Mothers Recipe Restaurant,Frazer Town,"South Indian, North Indian, Chinese",600.0,3.1
Shahi Rasoi,HSR,"North Indian, Mughlai",600.0,3.1
Lost in Pizza,HSR,"Pizza, Fast Food",600.0,3.1
Dakshin Flavors,HSR,"South Indian, North Indian",600.0,3.1
Subway,HSR,"Salad, Fast Food",600.0,3.1
Subway,Jayanagar,"Salad, Fast Food",600.0,3.1
Whistling Tandoor,Banaswadi,"Continental, Chinese, Fast Food",600.0,3.1
Mad Over Biryani,Koramangala 6th Block,"North Indian, Biryani",600.0,3.1
Nikki's,Sadashiv Nagar,"Chinese, North Indian",600.0,3.1
Kailash Parbat,Malleshwaram,"North Indian, Street Food",600.0,3.1
Biryani Khazana,Indiranagar,Biryani,600.0,3.1
Pizza Stop,New BEL Road,"Pizza, Italian",600.0,3.1
Thindi Palace,Basaveshwara Nagar,"North Indian, South Indian, Chinese",600.0,3.1
Happy House Restaurant,Sarjapur Road,"Kerala, North Indian, Italian, Thai",600.0,3.1
Amaravati Authentic Andhra Restaurant,Brookefield,"Andhra, Chinese, North Indian, Biryani",600.0,3.1
Mirchi Bites- Spice Heaven,Marathahalli,"Hyderabadi, Biryani",650.0,3.1
That Garage Cafe,HSR,"Cafe, Italian, Continental, European",650.0,3.1
Satakarni,Marathahalli,"Chinese, South Indian, Andhra, North Indian, Biryani",650.0,3.1
That Garage Cafe,HSR,"Cafe, Italian, Continental, European, Biryani, Chinese",650.0,3.1
Anjappar,JP Nagar,"Chettinad, South Indian",650.0,3.1
Namak,Nagawara,"North Indian, Chinese",650.0,3.1
Chinese Street,Whitefield,Chinese,650.0,3.1
Biryani Treats,Whitefield,Biryani,650.0,3.1
Paradise Premium,Banashankari,"Biryani, Andhra, Hyderabadi, North Indian",700.0,3.1
Dream's Kitchen,Bannerghatta Road,"North Indian, Andhra, Chinese",700.0,3.1
Hyderabadi Zaiqa,Bellandur,"Hyderabadi, North Indian, Biryani",700.0,3.1
Sultan's Biryani,Bellandur,"Biryani, North Indian",700.0,3.1
Reddy's Paradise,HSR,Andhra,700.0,3.1
Moriz Restaurant,Electronic City,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",700.0,3.1
Chinmayee's,Electronic City,"North Indian, Chinese",700.0,3.1
Bawarchi Restaurant,Electronic City,"North Indian, Biryani",700.0,3.1
Karavali Fishland,Electronic City,"South Indian, Mangalorean, Chinese",700.0,3.1
Hotel Jade Empire,Electronic City,"Andhra, North Indian, Chinese",700.0,3.1
Zeeshan,JP Nagar,"North Indian, Kebab, Biryani, Rolls",700.0,3.1
The Brew - Aurick Boutique Hotel,JP Nagar,"North Indian, South Indian, Chinese, Grill",700.0,3.1
New Andhra Chimney,Whitefield,"Andhra, North Indian, Biryani",700.0,3.1
